canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],type-int,useLv-int,userType-int
1," Sarung tangan ini dirancang untuk para pengumpul yang antusias, memberikan pegangan dan kelincahan yang lebih baik. Mereka terbuat dari bahan yang tahan lama yang melindungi tangan Anda dari duri dan tepi tajam, memungkinkan Anda mengumpulkan sumber daya dengan mudah dan efisien. Dengan sarung tangan ini, Anda tidak perlu khawatir tentang lecet atau luka lagi.
",0,item-icon-122,122,Sarung Tangan Pengumpulan Tingkat 2,1,1,1,1
1," Celana ini dirancang untuk para petualang yang antusias, memberikan kenyamanan dan fleksibilitas selama perjalanan yang panjang. Dengan jahitan yang diperkuat dan bahan yang tahan lama, celana ini sempurna untuk mengumpulkan sumber daya di alam liar. Tetap lincah dan fokus dengan celana penting ini untuk setiap penjelajah yang berdedikasi.
",0,item-icon-124,124,Pemupukan Pecutan Tingkat 0,"1,2,3",1,3,1
1," Celana ini dirancang untuk para petualang yang antusias, memberikan kenyamanan dan fleksibilitas selama perjalanan yang panjang. Dibuat dengan bahan yang tahan lama, mereka menawarkan perlindungan yang sangat baik terhadap elemen tanpa mengorbankan mobilitas. Sempurna untuk mereka yang ingin mengumpulkan sumber daya dengan efisien saat menjelajahi lanskap luas permainan.
",0,item-icon-123,123,Sarung Tangan Pengumpulan Tingkat 3,"1,2",1,2,1
1," Celana ini sempurna untuk mengumpulkan sumber daya dalam permainan, memberikan ruang penyimpanan ekstra dan daya tahan. Mereka dirancang dengan jahitan yang diperkuat dan kantong-kantong yang banyak, memungkinkan pemain dengan mudah membawa dan mengumpulkan berbagai material tanpa khawatir tentang keausan.
",0,item-icon-127,127,Pemupukan Pecutan Peningkatan Lanjutan Tingkat 0,"1,2,3",1,3,1
1," Sarung tangan ini dirancang untuk para pengumpul yang antusias, memberikan kelincahan dan pegangan yang lebih baik. Mereka terbuat dari bahan yang tahan lama yang melindungi dari duri dan benda tajam. Dengan sarung tangan ini, Anda dapat mengumpulkan sumber daya dengan mudah dan efisien.
",0,item-icon-121,121,Sarung Tangan Pengumpulan Tingkat 1,"1,2,3",1,3,1
1," Jaket praktis yang dirancang untuk para petualang, memberikan perlindungan yang sangat baik terhadap elemen. Bahan yang tahan lama dan jahitan yang diperkuat membuatnya ideal untuk perjalanan yang panjang dan kegiatan di luar ruangan. Tetap hangat dan nyaman tanpa mengorbankan mobilitas dengan bagian penting ini.
",0,item-icon-120,120,Seluar Pengumpulan Tingkat 3,"1,2",1,2,1
1," Jaket praktis yang dirancang untuk para petualang, memberikan perlindungan yang sangat baik terhadap elemen. Bahan yang tahan lama dan jahitan yang diperkuat membuatnya ideal untuk perjalanan yang panjang dan eksplorasi di luar ruangan. Dengan kantong-kantong yang banyak dan tali pengikat yang dapat disesuaikan, jaket ini menawarkan kenyamanan dan fungsionalitas bagi para penggemar kegiatan di luar ruangan.
",0,item-icon-119,119,Seluar Pengumpulan Tingkat 2,1,1,1,1
1," Jaket yang tahan lama dirancang untuk petualangan di luar ruangan, memberikan perlindungan yang sangat baik terhadap elemen. Bahan ringan dan bernapas memastikan kenyamanan selama berjam-jam menjelajah. Dengan kantong-kantong yang banyak dan jahitan yang diperkuat, ini adalah teman yang sempurna untuk petualang yang antusias.
",0,item-icon-118,118,Seluar Pengumpulan Tingkat 1,"1,2,3",1,3,1
1," Topi bergaya yang meningkatkan kemampuan Anda dalam mengumpulkan, membuatnya lebih mudah untuk mengumpulkan sumber daya dalam permainan. Aksesori praktis yang meningkatkan efisiensi pengumpulan Anda, memungkinkan Anda mengumpulkan material dengan lebih cepat dan efisien.
",0,item-icon-117,117,Baju Pengumpulan Tingkat 3,"1,2",1,2,1
1," Topi bergaya yang meningkatkan kemampuan Anda dalam mengumpulkan, memungkinkan Anda mengumpulkan sumber daya dengan lebih efisien. Desain uniknya memberikan kenyamanan dan perlindungan, menjadikannya aksesori yang wajib dimiliki oleh para pengumpul yang berdedikasi. Topi praktis yang dirancang khusus untuk tugas pengumpulan. Bahan ringan dan bernapas menjaga Anda tetap sejuk dan fokus selama berjam-jam pengumpulan.
",0,item-icon-112,112,Topi Pengumpulan Tingkat 1,"1,2,3",1,3,1
1," Sepatu pertanian ini dirancang khusus untuk pekerja pertanian. Mereka memiliki karakteristik anti selip, tahan aus, dan bernapas, yang dapat melindungi kaki dan meningkatkan efisiensi kerja.
",0,item-icon-111,111,Kasut Pengumpulan Tingkat 3,"1,2",1,2,1
1," Sepatu pertanian ini dirancang khusus untuk kegiatan pertanian seperti membajak dan menanam. Mereka terbuat dari bahan berkualitas tinggi yang tahan lama, bernapas, dan nyaman, memberikan perlindungan bagi kaki petani.
",0,item-icon-110,110,Kasut Pengumpulan Tingkat 2,1,1,1,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh mencetuskan kesan khas.
-------
Makanan haiwan peliharaan adalah item yang boleh dikonsumsi yang sesuai untuk haiwan peliharaan tahap 0, dan boleh meningkatkan kenyang dan nilai pertumbuhan haiwan peliharaan. Ia diperbuat daripada tumbuhan semulajadi dan nutrien, dengan rasa yang menyegarkan dan pencernaan serta penyerapan yang mudah. Setiap pek makanan haiwan peliharaan adalah ringan dan mudah dibawa, menjadikannya item wajib bagi pemilik haiwan peliharaan.
",27,item-icon-28,28,Makanan Tingkat 0 - Kecil,1,3,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh mencetuskan kesan khas.
-------
Makanan haiwan adalah produk yang boleh dikonsumsi yang menyediakan nutrien yang diperlukan untuk haiwan menjaga pertumbuhan yang sihat. Ia sesuai untuk pelbagai ternakan dan haiwan peliharaan, dan boleh meningkatkan produktiviti dan jangka hayat mereka.
",27,item-icon-29,29,Makanan Tingkat 0 - Besar,1,3,0,1
0," EXP Pertanian adalah nilai pengalaman dalam permainan yang dapat diperoleh melalui kegiatan pertanian seperti menanam tanaman dan memelihara hewan. Ini adalah faktor kunci dalam meningkatkan keterampilan dan tingkat pertanian, dan juga merupakan syarat yang diperlukan untuk membuka alat dan peralatan pertanian tingkat lebih tinggi.
",0,item-icon-188,188,Potion Serangan Kristal Tingkat 2,1,4,0,0
0," EXP Pertempuran merujuk pada pengalaman yang diperoleh dalam pertempuran. Ini dapat membantu pemain naik level dan meningkatkan keterampilan mereka, meningkatkan kemampuan karakter mereka. Dalam banyak permainan, EXP Pertempuran adalah salah satu cara penting bagi pemain untuk meningkatkan kekuatan mereka.
",0,item-icon-189,189,Potion Kelajuan Kristal Tingkat 2,1,4,0,0
0," EXP Mengumpulkan adalah sumber daya kunci dalam permainan, memainkan peran penting dalam meningkatkan efisiensi pengumpulan sumber daya dan kemampuan karakter. Pemain mengumpulkan pengalaman melalui kegiatan seperti menebang pohon dan menambang untuk meningkatkan tingkat keterampilan pengumpulan. Tingkat keterampilan menentukan kecepatan pengumpulan, kemungkinan perolehan sumber daya langka, dan membuka keterampilan tingkat lebih tinggi. Seiring berjalannya permainan, kebutuhan karakter menjadi lebih kompleks, membuat keterampilan pengumpulan yang tinggi menjadi penting untuk mendukung. Selain itu, pengalaman pengumpulan yang tinggi juga berkontribusi pada peningkatan kemampuan serangan. Pemain harus terus belajar keterampilan dan meningkatkan pengalaman pengumpulan untuk menghadapi tantangan dengan berani dan naik menjadi yang terkuat.
",0,item-icon-190,190,Potion Serangan Kritikal Kristal Tingkat 2,1,4,0,0
1," Anda dapat memperoleh item ini melalui sintesis. Menggunakannya dapat memicu efek khusus.
",0,item-icon-191,191,Potion Kehidupan Kristal Tingkat 2,1,3,3,1
1," Anda dapat memperoleh item ini melalui sintesis. Menggunakannya dapat memicu efek khusus.
",0,item-icon-192,192,Potion Pertahanan Kristal Tingkat 2,1,3,3,1
1," Anda dapat memperoleh item ini melalui sintesis. Menggunakannya dapat memicu efek khusus.
",0,item-icon-194,194,Mengumpul Esensi Tingkat 1,1,3,3,1
1," Anda dapat memperoleh item ini melalui sintesis. Menggunakannya dapat memicu efek khusus.
",0,item-icon-195,195,Mengumpul Esensi Tingkat 2,1,3,3,1
1," Ramuan yang kuat ini dapat menyembuhkan luka dan mengembalikan kemampuan bertarung Anda selama pertempuran. 
",0,item-icon-196,196,Mengumpul Esensi Tingkat 3,1,3,3,1
1," Anda dapat memperoleh item ini melalui sintesis. Menggunakannya dapat memicu efek khusus.
",0,item-icon-197,197,Mengumpul Esensi Penanaman Pertanian Tingkat 1,1,3,3,1
1," Anda dapat memperoleh item ini melalui sintesis. Ini dapat digunakan untuk membuat peralatan atau barang.
",0,item-icon-207,207,Mengumpul Esensi Penanaman Pertanian Tingkat 2,1,4,1,1
1, Anda dapat memperoleh item ini melalui sintesis. Ini dapat digunakan untuk membuat peralatan atau barang.,0,item-icon-208,208,Mengumpul Esensi Penanaman Pertanian Tingkat 3,1,4,2,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Item ini adalah esen yang digunakan untuk mengumpul bahan mentah untuk sintesis, dan memerlukan tahap 3 untuk digunakan. Ia boleh diperoleh dengan mengumpul dari pokok dan merupakan sumber yang sangat penting.
",0,item-icon-209,209,Mengumpul Esensi Penternakan Pertanian Tingkat 1,1,4,3,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Esen penanaman pertanian ini disintesis dengan teliti dari bahan mentah pertanian berkualiti tinggi dan sesuai untuk penanaman pertanian dari gred satu. Ia dapat meningkatkan kadar pertumbuhan dan hasil tanaman, serta meningkatkan kualiti dan rasa tanaman. Menggunakannya dapat menjadikan tanaman anda lebih sihat dan berkembang dengan baik, dan menjadikan pengeluaran pertanian anda lebih efisien dan stabil.
",0,item-icon-210,210,Mengumpul Esensi Penternakan Pertanian Tingkat 2,1,4,1,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Ini adalah esen yang direka khas untuk penanaman pertanian, yang dapat meningkatkan kadar pertumbuhan dan hasil tanaman serta membantu meningkatkan kecekapan pengeluaran pertanian. Ia disintesis dari pelbagai bahan mentah pertanian dan merupakan item penting yang tidak boleh ditinggalkan dalam pengeluaran pertanian.
",0,item-icon-211,211,Mengumpul Esensi Penternakan Pertanian Tingkat 3,1,4,2,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Esen penanaman pertanian ini adalah campuran dari pelbagai esen tumbuhan berharga, yang mempunyai kesan ajaib dalam mempromosikan pertumbuhan tanaman dan meningkatkan hasil. Ia adalah salah satu bahan mentah yang tidak boleh ditinggalkan dalam bidang pertanian dan sesuai untuk pelbagai jenis tanaman.
",0,item-icon-212,212,Mengumpul Esensi Pertempuran Tingkat 1,1,4,3,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Esen pertanian dan penternakan ini adalah campuran dari pelbagai esen tumbuhan dan haiwan semula jadi, yang dapat meningkatkan kecekapan pengeluaran pertanian dan penternakan. Ia kaya dengan komponen nutrisi dan bahan bioaktif, yang dapat mempromosikan pertumbuhan yang sihat bagi tanaman dan ternakan.
",0,item-icon-213,213,Mengumpul Esensi Pertempuran Tingkat 2,1,4,1,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Ini adalah esen yang diekstrak dari pertanian dan penternakan, yang dapat digunakan untuk mensintesis bahan mentah pertanian lain.
",0,item-icon-214,214,Mengumpul Esensi Pertempuran Tingkat 3,1,4,2,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Esen ini diekstrak dari produk pertanian dan penternakan berkualiti tinggi, dengan nilai nutrisi dan perubatan yang sangat tinggi. Ia boleh digunakan untuk membuat pelbagai ubat dan perasa berkaitan dengan pertanian dan penternakan.
",0,item-icon-215,215,Pemupukan Pecutan yang Lebih Baik Tingkat 0,1,4,3,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya dapat memicu kesan khas.
-------
Pupuk ini dapat meningkatkan kadar pertumbuhan tanaman dan sesuai untuk tanaman perantara.
",0,item-icon-216,216,Pemupukan Peningkatan Hasil yang Lebih Baik Tingkat 0,1,4,1,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya dapat memicu kesan khas.
-------
Pupuk ini dirumus khas untuk meningkatkan hasil tanaman, menghasilkan panen yang melimpah. Ia menyediakan nutrien penting dan mempromosikan pertumbuhan tanaman yang sihat, memastikan produktiviti optimal bagi petani. Tingkatkan hasil dengan pupuk berkualiti tinggi ini.
",0,item-icon-217,217,Pemupukan Pelembap yang Lebih Baik Tingkat 0,1,4,2,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya dapat memicu kesan khas.
-------
Pupuk ini memberikan pengekalan kelembapan yang ditingkatkan untuk tanaman, memastikan mereka tetap terhidrasi dan sihat. Ia mempromosikan pertumbuhan dan pemakanan yang optimal tanpa perlu penyiraman yang kerap. Berikan penjagaan terbaik kepada tanaman anda dengan pupuk pelembap yang canggih ini.
",0,item-icon-218,218,Palu Batu Tingkat 0,1,4,3,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut.
-------
Alat yang kuat ini dibuat dari batu yang padu, menjadikannya sangat tahan lama dan sempurna untuk meremukkan halangan yang sukar. Kepala yang berat memberikan impak yang memuaskan, menjadikannya kegemaran di kalangan pengembara dan pembina.
",98,item-icon-219,219,Busur Kayu Tingkat 0,1,3,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut.
-------
Busur kayu yang kukuh yang dihasilkan dengan teliti, sempurna untuk serangan jarak jauh. Permukaannya yang licin dan reka bentuk yang terukir dengan mahir memastikan pegangan yang selesa dan tembakan yang tepat.
",98,item-icon-220,220,Sabit Batu Tingkat 1,1,3,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut.
-------
Sabit batu adalah sabit yang terbuat dari batu keras. Bilahnya tajam dan dapat dengan mudah memotong berbagai tanaman. Pegangan sabit batu dirancang dengan teliti, memberikan pegangan yang nyaman dan penggunaan yang stabil dan fleksibel. Bahan batunya menjadikannya tahan lama dan tahan karat, cocok untuk penggunaan di luar ruangan. Baik itu memangkas rumput atau memanen tanaman, sabit batu adalah alat yang praktis.
",98,item-icon-221,221,Sabit Tembaga Tingkat 2,1,3,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda.
-------
Alat yang kuat ini dibuat dari batu padat, menjadikannya sangat tahan lama dan sempurna untuk meremukkan rintangan yang sukar. Kepala yang berat memberikan impak yang memuaskan, menjadikannya favorit di kalangan petualang dan pembina.
",0,item-icon-222,222,Sabit Besi Tingkat 3,1,1,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda.
-------
Busur kayu yang kukuh yang dibuat dengan presisi, sempurna untuk serangan jarak jauh. Permukaannya yang licin dan reka bentuk yang terukir dengan mahir memastikan pegangan yang selesa dan tembakan yang tepat.
",0,item-icon-223,223,Sabit Kristal Tingkat 4,1,1,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda.
-------
Sabit batu adalah sabit yang terbuat dari batu keras. Bilahnya tajam dan dapat dengan mudah memotong berbagai tanaman. Pegangan sabit batu dirancang dengan cermat, memberikan pegangan yang nyaman dan penggunaan yang stabil dan fleksibel. Bahan batunya menjadikannya tahan lama dan tahan karat, sehingga cocok untuk digunakan di luar ruangan. Baik itu merapikan halaman atau memanen tanaman, sabit batu adalah alat yang praktis.
",0,item-icon-225,225,Sabit Emas Tingkat 5,1,1,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda.
-------
Sabit tembaga adalah alat pertanian yang terbuat dari tembaga murni, dengan bilah melengkung dan pegangan yang kokoh. Bilahnya yang tajam dan tahan lama cocok untuk memotong tanaman dan rumput. Bahan tembaga membuat sabit lebih kuat dan tahan karat. Ia dirancang dengan indah, nyaman digenggam, dan mudah digunakan. Sabit tembaga adalah salah satu alat kerja penting bagi petani, membantu mereka menyelesaikan panen di ladang. Baik di ladang atau di peternakan, sabit tembaga menunjukkan kepraktisan dan ketahanannya.
",0,item-icon-226,226,Sabit Berlian Tingkat 6,1,1,1,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda.
-------
Sabit besi adalah alat yang kuat dan tahan lama yang terbuat dari besi berkualitas tinggi. Bilahnya tajam dan cocok untuk memotong rumput, memanen tanaman, dan pekerjaan pertanian lainnya. Desain melengkung sabit memungkinkan pengguna dengan mudah memotong tanaman dan meningkatkan efisiensi kerja. Pegangannya dirancang dengan cermat untuk pegangan yang nyaman dan penggunaan yang stabil. Baik itu pekerjaan pertanian atau pemangkasan taman, sabit besi adalah alat yang tak tergantikan.
",0,item-icon-227,227,Sabit Cahaya Bintang Tingkat 7,1,1,2,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda.
-------
Crystal Scythe, senjata yang bersinar dengan kejernihan kristal, bilahnya terbuat dari kristal murni, transparan seperti air, memancarkan sihir yang misterius. Bilah sabit ini sangat tajam, mampu dengan mudah memotong melalui rintangan apa pun. Pegangannya dihiasi dengan pola perak yang indah, memberikan nuansa kemuliaan dan misteri. Memegang Crystal Scythe, terasa seolah-olah seseorang dapat mengendalikan kekuatan alam, melepaskan energi yang tak terbatas, menjadi kehadiran yang tak terkalahkan dalam pertempuran. Baik itu seorang pejuang atau penyihir, mereka semua ingin memiliki senjata unik ini untuk menunjukkan kekuatan mereka yang besar.
",0,item-icon-228,228,Bom,1,1,3,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda.
-------
Sabit emas, bersinar dengan cahaya emas, sangat tajam, bilah sabit ini tertanam dengan emas berharga, memancarkan aura kemewahan. Bilah sabit melengkung, sempurna untuk memanen tanaman. Dengan satu ayunan, ia menghasilkan panen yang melimpah, seperti emas. Pegangannya diukir dengan cermat, megah namun nyaman, memegangnya di tangan terasa seperti memiliki kekuatan tak terbatas. Baik sebagai dekorasi atau alat praktis, sabit emas adalah pilihan yang unik dan mewah.
",0,item-icon-229,229,Potion Stun,1,1,4,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda.
-------
Diamond Scythe adalah senjata yang indah dan megah, dengan bilahnya terbuat dari berlian murni, bersinar dengan cahaya yang memikat. Bilah sabit ini sangat tajam, mampu dengan mudah memotong melalui rintangan apa pun. Pegangannya dirancang dengan rumit, memberikan pegangan yang nyaman, memungkinkan kecepatan dan kemudahan yang lebih besar dalam pertempuran. Diamond Scythe tidak hanya memiliki kekuatan serangan yang tangguh tetapi juga memiliki sifat magis yang unik, mampu melepaskan gelombang energi mematikan, tidak memberi musuh tempat untuk melarikan diri. Baik dalam pertempuran atau pameran, Diamond Scythe adalah harta yang luar biasa yang menarik perhatian.
",0,item-icon-230,230,Potion Kental,1,1,5,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda.
-------
Starry Scythe, sabit yang bersinar dengan cahaya bintang, dengan berbagai bintang terang tertanam di bilahnya, memancarkan cahaya misterius. Bilahnya sangat tajam, mampu dengan mudah memotong melalui rintangan apa pun. Pegangan sabit ini diukir dengan pola rasi bintang yang indah, memberikan nuansa ketuhanan dan kesolemnan. Mengayunkan Starry Scythe terasa seperti mengendalikan kekuatan bintang, memungkinkan seseorang merasakan kekuatan dan kemuliaan yang tak terbatas. Baik dalam pertempuran atau upacara, ini adalah pilihan yang sangat baik.
",0,item-icon-231,231,Potion Terbakar,1,1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya dapat memicu kesan khas.
-------
Potion Terbakar
",347,item-icon-232,232,Kilat Kuning,1,3,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya dapat memicu kesan khas.
-------
Kilat Kuning
",348,item-icon-233,233,Kombinasi Tidak Tepat,1,3,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya dapat memicu kesan khas.
-------
Combo Miss
",351,item-icon-234,234,Buff Bersih,1,3,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya dapat memicu kesan khas.
-------
Buff Clear
",352,item-icon-235,235,Pakaian Rambut Tempur Tingkat 1,1,3,0,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Penampilan modis tanpa atribut
-------",356,item-icon-236,236,Pakaian Kot Tempur Tingkat 1,1,3,0,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Combo Miss

Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Buff Clear

Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------",357,item-icon-237,237,Pakaian Sarung Tangan Tempur Tingkat 1,1,3,0,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Buff Clear

Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------
Anda boleh mendapatkan item ini melalui sintesis.
Penampilan bergaya tanpa atribut
-------",358,item-icon-238,238,Pakaian Seluar Tempur Tingkat 1,1,3,0,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-241,241,Rambut Pro Baseball,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-242,242,Baju Pro Baseball,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-243,243,Sarung Tangan Pro Baseball,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-244,244,Seluar Pro Baseball,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-245,245,Kasut Pro Baseball,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-246,246,Rambut Ya-shiro,5,1,3,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-247,247,Baju Ya-shiro,5,1,3,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-248,248,Sarung Tangan Ya-shiro,5,1,3,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-249,249,Seluar Ya-shiro,5,1,3,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-250,250,Kasut Ya-shiro,5,1,3,1
