boothFees-int[][],canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
This dazzling hair is designed exclusively for the Starlight Warriors. It glimmers with starry colors, allowing warriors to exude unparalleled majesty and power in battle. The hair's texture is soft and comfortable, capable of protecting the warrior's head from harm. Whether in intense combat or peaceful farmlands, the Starlight Warrior Hair is a source of pride for warriors.",0,item-icon-345,345, Yıldız Savaşçı Şapka,1440,"1,2,3,4,5",299,1,0,2,999,0,1,6,1
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
Tailored for brave warriors, this garment is infused with the power of starlight. It provides excellent defense and protection, allowing warriors to stand firm in fierce battles. Whether facing strong sword strikes or long-range arrow attacks, the Starlight Warrior Shirt offers reliable armor, making warriors shine on the battlefield.",0,item-icon-346,346, Yıldız Savaşçı Ceket,1440,"1,2,3,4,5",297,1,0,2,999,0,1,6,1
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
Emitting a sparkling radiance, these gloves offer powerful hand protection for warriors. Crafted from sturdy materials, they can withstand enemy attacks while bestowing greater strength and agility upon warriors. Whether wielding a sword, hammer, or bow and arrow, the Starlight Warrior Gloves help warriors maintain stable grips and precise attacks. Don these gloves, and warriors will become true stars on the battlefield, unrivaled by any.",0,item-icon-347,347, Yıldız Savaşçı Eldiven,1440,"1,2,3,4,5",298,1,0,2,999,0,1,6,1
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
Infused with the power of starlight, these pants provide excellent defense and flexibility, allowing warriors to maintain an advantage in intense battles. Whether swift dodges or powerful attacks, these pants offer reliable protection and freedom of movement for warriors. Wearing them, warriors become the most dazzling presence within the starlight.",0,item-icon-348,348, Yıldız Savaşçı Pantolon,1440,"1,2,3,4,5",300,1,0,2,999,0,1,6,1
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
Specifically designed for courageous warriors, these shoes are infused with the power of starlight. They are lightweight and durable, providing excellent foot flexibility and stability, enabling warriors to move swiftly and maintain balance in battle. Embedded with tiny starlight gemstones, these shoes not only enhance the warrior's majesty but also provide extra strength and protection. Whether chasing enemies or evading attacks, the Starlight Warrior Shoes are the most reliable companions for warriors.",0,item-icon-349,349, Yıldız Savaşçı Ayakkabı,1440,"1,2,3,4,5",301,1,0,2,999,0,1,6,1
"795,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
This is a bundle of radiant golden hair, symbolizing the honor and wealth of the farmers. Farmers wearing it will gain additional agricultural yields, allowing their crops to grow strong, leading to limitless harvests. This is a symbol of pride for farmers, signifying their hard work.",0,item-icon-350,350, Altın Çiftçi Şapka,1440,"1,2,3,4",209,1,0,1,999,0,1,4,1
"795,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Designed specifically for farm owners who love the fields, it's made from top-quality golden silk, light and durable, allowing free movement through the farmlands. Offering excellent protection, it also bestows a sense of dignity and nobility upon the farmers. Whether plowing, planting, or harvesting, the Golden Farmer's Shirt is your most reliable companion.",0,item-icon-351,351, Altın Çiftçi Ceket,1440,"1,2,3,4",207,1,0,1,999,0,1,4,1
"795,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Tailored for farm owners, made of gold, these gloves provide outstanding durability and comfort, enabling farmers to experience unparalleled dexterity and precision during planting and harvesting. Whether in sowing seasons or harvest times, the Golden Farmer Gloves are the most reliable companions for farm owners.",0,item-icon-352,352, Altın Çiftçi Eldiven,1440,"1,2,3,4",208,1,0,1,999,0,1,4,1
"795,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Specifically designed for farm owners, made of premium golden silk, these pants are lightweight and comfortable. They offer robust durability and protection, allowing farm owners to work joyfully in the fields. Whether plowing, planting, or harvesting, these pants provide the best flexibility and protection, making you the true master of the farm.",0,item-icon-353,353, Altın Çiftçi Pantolon,1440,"1,2,3,4",210,1,0,1,999,0,1,4,1
"795,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Tailored for farm owners and made from top-quality gold material, these shoes are lightweight, comfortable, durable, and slip-resistant, allowing farm owners to walk more stable and confidently in the fields. These shoes not only signify the status and wealth of farm owners but also bestow them with higher farming efficiency and a joyful farming experience.",0,item-icon-354,354, Altın Çiftçi Ayakkabı,1440,"1,2,3,4",211,1,0,1,999,0,1,4,1
"796,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
A gleaming head of diamond-like hair exudes a luxurious aura of wealth. This exclusive hairstyle for farmers symbolizes their hard work and successful harvests in the fields. Whether in planting, harvesting, or bustling farm chores, this diamond hair fills farmers with confidence and charm.",0,item-icon-355,355, Elmas Çiftçi Şapka,1440,"1,2,3,4,5",217,1,0,1,999,0,1,5,1
"796,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Tailored for farmers who love farming life, it's made from high-quality diamond fiber material, lightweight, comfortable, and extremely durable. This shirt provides outstanding protective performance and has moisture-wicking properties, ensuring you remain dry and comfortable while working in the fields. Whether plowing, planting, or harvesting, the Diamond Farmer Shirt is your most reliable companion.",0,item-icon-356,356, Elmas Çiftçi Ceket,1440,"1,2,3,4,5",215,1,0,1,999,0,1,5,1
"796,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Specifically designed for farmers, adorned with diamonds, showcasing a perfect combination of luxury and practicality. Crafted from premium materials, these gloves offer excellent protection and comfort. They enhance the farmer's agility and efficiency during the farming process, enabling faster cultivation and bountiful harvests. Whether sowing seeds or reaping the rewards, these gloves are a farmer's trusty aide, making them a true agricultural tycoon.",0,item-icon-357,357, Elmas Çiftçi Eldiven,1440,"1,2,3,4,5",216,1,0,1,999,0,1,5,1
"796,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Tailored for farming enthusiasts, made from high-quality materials, comfortable, and durable. Adorned with sparkling diamonds, showcasing the farmer's status and wealth. When you wear them, you'll experience unparalleled farming joy, making you more efficient and confident in farm work. Whether in planting, sowing, or harvesting, these pants will be your most reliable partner.",0,item-icon-358,358, Elmas Çiftçi Pantolon,1440,"1,2,3,4,5",218,1,0,1,999,0,1,5,1
"796,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Tailored for farmers and crafted from premium materials, these shoes are durable, comfortable, slip-resistant, providing farmers with ease during long hours in the fields. The shoe soles are reinforced to prevent sharp objects from piercing through while offering excellent traction, ensuring stability on wet, slippery terrains. These shoes also come with some hidden diamond embellishments, reflecting the farmer's unique taste and successful status. Whether plowing, harvesting, or tending to crops, Diamond Farmer Shoes are an indispensable tool.",0,item-icon-359,359, Elmas Çiftçi Ayakkabı,1440,"1,2,3,4,5",219,1,0,1,999,0,1,5,1
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
A stylish hair accessory perfect for hardworking farmers. Emitting a star-like radiance, it allows you to shine brilliantly in the fields. Whether planting, harvesting, or tending to crops, this hair brings you luck and the pride of a farmer, making you a star in the farming community!",0,item-icon-360,360, Yıldız Çiftçi Şapka,1440,"1,2,3,4,5",224,1,0,1,999,0,1,6,1
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Tailored for farmers and inspired by starlight, exuding a cheerful atmosphere. Made from lightweight materials, it's comfortable and durable, allowing farmers to stay comfortable and agile during busy farming activities. Whether plowing, harvesting, or feeding animals, this shirt provides farmers with ample protection and convenience, making your every day on the farm lively and joyful!",0,item-icon-361,361, Yıldız Çiftçi Ceket,1440,"1,2,3,4,5",222,1,0,1,999,0,1,6,1
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Infused with the power of starlight and specifically designed for farmers, offering excellent protection and dexterity, allowing farmers to easily cultivate crops in the fields. The delicate patterns on the gloves enhance the farmer's tactile sensations, enabling them to operate hoes and brushes more precisely, creating beautiful farm landscapes. Whether plowing, sowing, or harvesting, the Starlight Farmer Gloves are the most reliable companion for farmers.",0,item-icon-362,362, Yıldız Çiftçi Eldiven,1440,"1,2,3,4,5",223,1,0,1,999,0,1,6,1
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Tailored for farmers and made from soft, comfortable materials, these pants offer excellent durability and breathability, keeping farmers comfortable and flexible during busy fieldwork. The intricate starlight pattern on the pants symbolizes the farmer's hard work and hopes, bringing them luck and bountiful harvests. Whether planting, sowing, or harvesting, these pants are the farmer's most reliable partner.",0,item-icon-363,363, Yıldız Çiftçi Pantolon,1440,"1,2,3,4,5",225,1,0,1,999,0,1,6,1
"797,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
Specifically designed for farmers and crafted from lightweight, durable materials. They offer excellent slip resistance, ensuring stability for farmers while walking in the fields. The intricate starlight pattern on the shoes symbolizes the farmer's wisdom and diligence. Whether farming, planting, or harvesting, these shoes provide comfort and protection, leaving the farmer's footprints in the fields.",0,item-icon-364,364, Yıldız Çiftçi Ayakkabı,1440,"1,2,3,4,5",226,1,0,1,999,0,1,6,1
"795,1","1,3,4",1,"Killing monsters of the same level may result in obtaining this item.
It can be used to craft equipment or items.
-------
Hard bone! Should come from some kind of organism",0,item-icon-365,365, Dayanıklı Kemik,0,1,13,1,0,2,4,1,4,4,1
"795,1","1,3,4",1,"Killing monsters of the same level may result in obtaining this item.
It can be used to craft equipment or items.
-------
Plant? Animal? Or something in between?",0,item-icon-366,366,Egghead: Yumurta Kafalı,0,1,14,1,0,2,4,1,4,4,1
"795,1","1,3,4",1,"Killing monsters of the same level may result in obtaining this item.
It can be used to craft equipment or items.
-------
Doesn't look like it was chopped directly from a tree, more like a snowman's nose",0,item-icon-367,367, Exquisite Wood: İhtişamlı Ahşap,0,1,15,1,0,2,4,1,4,4,1
"796,1","1,3,4",1,"Killing monsters of the same level may result in obtaining this item.
It can be used to craft equipment or items.
-------
Hard skeleton! It shines too!",0,item-icon-368,368, Bright Skeleton: Parlak İskelet,0,1,17,1,0,2,5,1,4,5,1
"796,1","1,3,4",1,"Killing monsters of the same level may result in obtaining this item.
It can be used to craft equipment or items.
-------
Looks a bit creepy...",0,item-icon-369,369, Giant Eyeball: Devasa Göz Topu,0,1,18,1,0,2,5,1,4,5,1
"796,1","1,3,4",1,"Killing monsters of the same level may result in obtaining this item.
It can be used to craft equipment or items.
-------
A pair of delicate wings, irresistible",0,item-icon-370,370, Elven Wings: Elf Kanatları,0,1,16,1,0,2,5,1,4,5,1
"797,1","1,3,4",1,"Killing monsters of the same level may result in obtaining this item.
It can be used to craft equipment or items.
-------
It looks like a ball, all round",0,item-icon-371,371, Crystal Turtle Shell: Kristal Kaplumbağa Kabuğu,0,1,21,1,0,2,6,1,4,6,1
"797,1","1,3,4",1,"Killing monsters of the same level may result in obtaining this item.
It can be used to craft equipment or items.
-------
No need for candles at night",0,item-icon-372,372, Will-o'-the-wisp: Işık Hayaleti,0,1,19,1,0,2,6,1,4,6,1
"797,1","1,3,4",1,"Killing monsters of the same level may result in obtaining this item.
It can be used to craft equipment or items.
-------
Quite small, can't be used directly, but should serve as a crafting material",0,item-icon-373,373, Small Wand: Küçük Sihirli Değnek,0,1,20,1,0,2,6,1,4,6,1
"795,1","1,3,4",1,"Collecting materials of the same level may result in additional seeds.
It can be used to craft equipment or items.
-------
A golden dandelion, really rare",0,item-icon-374,374, Golden Dandelion: Altın Papatya,0,1,37,1,0,3,4,1,4,4,1
"795,1","1,3,4",1,"Collecting materials of the same level may result in additional seeds.
It can be used to craft equipment or items.
-------
A cactus flower",0,item-icon-375,375, Cactus Flower: Kaktüs Çiçeği,0,1,57,1,0,3,4,1,4,4,1
"795,1","1,3,4",1,"Collecting materials of the same level may result in additional seeds.
It can be used to craft equipment or items.
-------
This stone must be a good actor",0,item-icon-376,376, Racso: Racso,0,1,75,1,0,3,4,1,4,4,1
"796,1","1,3,4",1,"Collecting materials of the same level may result in additional seeds.
It can be used to craft equipment or items.
-------
Looks sharp, be careful not to cut yourself",0,item-icon-377,377, Fiber Diamond: Lif Elması,0,1,39,1,0,3,5,1,4,5,1
"796,1","1,3,4",1,"Collecting materials of the same level may result in additional seeds.
It can be used to craft equipment or items.
-------
Tapping it lightly can produce a pleasant sound",0,item-icon-378,378, Note Shape Diamond: Not Şeklinde Elmas,0,1,59,1,0,3,5,1,4,5,1
"796,1","1,3,4",1,"Collecting materials of the same level may result in additional seeds.
It can be used to craft equipment or items.
-------
A very cute piece of stone",0,item-icon-379,379, Bear Shaped Diamond: Ayı Şeklinde Elmas,0,1,77,1,0,3,5,1,4,5,1
"797,1","1,3,4",1,"Collecting materials of the same level may result in additional seeds.
It can be used to craft equipment or items.
-------
Look, this little flower looks so much like a fairy",0,item-icon-380,380, Elf Flower: Elf Çiçeği,0,1,41,1,0,3,6,1,4,6,1
"797,1","1,3,4",1,"Collecting materials of the same level may result in additional seeds.
It can be used to craft equipment or items.
-------
When I was a child, I used to wish to catch stars in a jar, so is this fulfilling my wish?",0,item-icon-381,381, Canned Star: Konserve Yıldız,0,1,61,1,0,3,6,1,4,6,1
"797,1","1,3,4",1,"Collecting materials of the same level may result in additional seeds.
It can be used to craft equipment or items.
-------
Such a beautiful stone, like a comet from outer space",0,item-icon-382,382, Meteorite: Meteorit,0,1,79,1,0,3,6,1,4,6,1
"795,1","1,3,4",1,"You can obtain this type of material through planting.
It can be used to craft equipment or items.
-------
One of the most common staple foods in the world",0,item-icon-383,383, Wheat: Buğday,0,1,96,1,0,1,4,1,4,4,1
"795,1","1,3,4",1,"You can obtain this type of material through planting.
It can be used to craft equipment or items.
-------
I remember a game where this thing shoots bullets",0,item-icon-384,384, Peas: Bezelye,0,1,98,1,0,1,4,1,4,4,1
"795,1","1,3,4",1,"You can obtain this type of material through planting.
It can be used to craft equipment or items.
-------
Even through the screen, I can smell the aroma",0,item-icon-385,385, Garlic: Sarımsak,0,1,97,1,0,1,4,1,4,4,1
"796,1","1,3,4",1,"You can obtain this type of material through planting.
It can be used to craft equipment or items.
-------
Some people fry the core of this flower as a snack, tastes good",0,item-icon-386,386, Sunflower: Ayçiçeği,0,1,99,1,0,1,5,1,4,5,1
"796,1","1,3,4",1,"You can obtain this type of material through planting.
It can be used to craft equipment or items.
-------
This thing is more suited to a vineyard",0,item-icon-387,387, Grape: Üzüm,0,1,100,1,0,1,5,1,4,5,1
"796,1","1,3,4",1,"You can obtain this type of material through planting.
It can be used to craft equipment or items.
-------
Another one of the most common staple foods in the world",0,item-icon-388,388, Potato: Patates,0,1,101,1,0,1,5,1,4,5,1
"797,1","1,3,4",1,"You can obtain this type of material through planting.
It can be used to craft equipment or items.
-------
Got startled",0,item-icon-389,389, Chomper: Chomper,0,1,102,1,0,1,6,1,4,6,1
"797,1","1,3,4",1,"You can obtain this type of material through planting.
It can be used to craft equipment or items.
-------
Looks like a trumpet",0,item-icon-390,390, Morning glory flower: Sabah çiçeği,0,1,103,1,0,1,6,1,4,6,1
"797,1","1,3,4",1,"You can obtain this type of material through planting.
It can be used to craft equipment or items.
-------
A cassava root",0,item-icon-391,391, Cassava: Kassava,0,1,104,1,0,1,6,1,4,6,1
"795,1","1,3,4",1,"You can obtain this type of material through breeding.
It can be used to craft equipment or items.
-------
In a certain game, this thing can promote plant growth, but it seems not here",0,item-icon-392,392, Bone Meal: Kemik Unu,0,1,123,1,0,1,4,1,4,4,1
"795,1","1,3,4",1,"You can obtain this type of material through breeding.
It can be used to craft equipment or items.
-------
Very flexible, can be kneaded into a rope or thread",0,item-icon-393,393, Resilient Vine: Dayanıklı Asma,0,1,125,1,0,1,4,1,4,4,1
"795,1","1,3,4",1,"You can obtain this type of material through breeding.
It can be used to craft equipment or items.
-------
A huge leaf",0,item-icon-394,394, Orange Leaf: Turuncu Yaprak,0,1,124,1,0,1,4,1,4,4,1
"796,1","1,3,4",1,"You can obtain this type of material through breeding.
It can be used to craft equipment or items.
-------
Don't be scared by its appearance, this thing is as good as any spice in the world",0,item-icon-395,395, Dark Spice: Koyu Baharat,0,1,128,1,0,1,5,1,4,5,1
"796,1","1,3,4",1,"You can obtain this type of material through breeding.
It can be used to craft equipment or items.
-------
It emits a faint light",0,item-icon-396,396, Luminescent Bone Powder: Parlayan Kemik Tozu,0,1,127,1,0,1,5,1,4,5,1
"796,1","1,3,4",1,"You can obtain this type of material through breeding.
It can be used to craft equipment or items.
-------
Hey, do you like snowball fights?",0,item-icon-397,397, Elf Snowball: Elf Kar Topu,0,1,126,1,0,1,5,1,4,5,1
"797,1","1,3,4",1,"You can obtain this type of material through breeding.
It can be used to craft equipment or items.
-------
Scales fallen from the turtle shell, really beautiful",0,item-icon-398,398, Shell Scale: Kabuk Ölçeği,0,1,131,1,0,1,6,1,4,6,1
"797,1","1,3,4",1,"You can obtain this type of material through breeding.
It can be used to craft equipment or items.
-------
A delicate arrow",0,item-icon-399,399, Refined Arrow: İyileştirilmiş Ok,0,1,129,1,0,1,6,1,4,6,1
"797,1","1,3,4",1,"You can obtain this type of material through breeding.
It can be used to craft equipment or items.
-------
Nice and warm, surely would make good clothes!",0,item-icon-400,400, Snow Rabbit Fluff: Kar Tavşanı Tüyü,0,1,130,1,0,1,6,1,4,6,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Combat, useful for synthesizing various equipment",0,item-icon-401,401, Lv 4 Combat Essence: 4. Seviye Savaş Özü,0,1,162,1,0,2,4,0,4,4,1
"796,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Combat, useful for synthesizing various equipment",0,item-icon-402,402, Lv 5 Combat Essence: 5. Seviye Savaş Özü,0,1,163,1,0,2,5,0,4,5,1
"797,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Combat, useful for synthesizing various equipment",0,item-icon-403,403, Lv 6 Combat Essence: 6. Seviye Savaş Özü,0,1,164,1,0,2,6,0,4,6,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Gathering, useful for synthesizing various equipment",0,item-icon-404,404, Lv 4 Gather Essence: 4. Seviye Toplama Özü,0,1,171,1,0,3,4,0,4,4,1
"796,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Gathering, useful for synthesizing various equipment",0,item-icon-405,405, Lv 5 Gather Essence: 5. Seviye Toplama Özü,0,1,172,1,0,3,5,0,4,5,1
"797,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Gathering, useful for synthesizing various equipment",0,item-icon-406,406, Lv 6 Gather Essence: 6. Seviye Toplama Özü,0,1,173,1,0,3,6,0,4,6,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Agricultural Planting, useful for synthesizing various equipment",0,item-icon-407,407, Lv 4 Agricultural Planting Essence: 4. Seviye Tarımsal Ekim Özü,0,1,147,1,0,1,4,0,4,4,1
"796,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Agricultural Planting, useful for synthesizing various equipment",0,item-icon-408,408, Lv 5 Agricultural Planting Essence: 5. Seviye Tarımsal Ekim Özü,0,1,148,1,0,1,5,0,4,5,1
"797,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Agricultural Planting, useful for synthesizing various equipment",0,item-icon-409,409, Lv 6 Agricultural Planting Essence: 6. Seviye Tarımsal Ekim Özü,0,1,149,1,0,1,6,0,4,6,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Agricultural Livestock, useful for synthesizing various equipment",0,item-icon-410,410, Lv 4 Agricultural Livestock Essence: 4. Seviye Tarımsal Hayvancılık Özü,0,1,150,1,0,1,4,0,4,4,1
"796,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Agricultural Livestock, useful for synthesizing various equipment",0,item-icon-411,411, Lv 5 Agricultural Livestock Essence: 5. Seviye Tarımsal Hayvancılık Özü,0,1,151,1,0,1,5,0,4,5,1
"797,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
Essence of Agricultural Livestock, useful for synthesizing various equipment",0,item-icon-412,412, Lv 6 Agricultural Livestock Essence: 6. Seviye Tarımsal Hayvancılık Özü,0,1,152,1,0,1,6,0,4,6,1
-,"1,3,4",1,"Collecting materials of the same level may result in additional seeds, Killing monsters of the same level may result in obtaining this item.
Using it can trigger special effects.
-------
Seeds for growing wheat",97,item-icon-413,413, Wheat Seed: Buğday Tohumu,0,1,493,1,0,1,4,1,3,4,1
-,"1,3,4",1,"Collecting materials of the same level may result in additional seeds, Killing monsters of the same level may result in obtaining this item.
Using it can trigger special effects.
-------
Seeds for growing peas",97,item-icon-414,414, Peas Seed: Bezelye Tohumu,0,1,492,1,0,1,4,1,3,4,1
-,"1,3,4",1,"Collecting materials of the same level may result in additional seeds, Killing monsters of the same level may result in obtaining this item.
Using it can trigger special effects.
-------
Seeds for growing garlic",97,item-icon-415,415, Garlic Seed: Sarımsak Tohumu,0,1,491,1,0,1,4,1,3,4,1
-,"1,3,4",1,"Collecting materials of the same level may result in additional seeds, Killing monsters of the same level may result in obtaining this item.
Using it can trigger special effects.
-------
Seeds for growing sunflowers",97,item-icon-416,416,"Ayçiçeği Tohumu
Üzüm Tohumu
Patates Tohumu
Chomper Tohumu
Sabah Ruhu Çiçeği Tohumu
Kasava Tohumu
Altın İyileştirme İksiri
Altın Saldırı İksiri
Altın Hız İksiri
Altın Kritik İksiri
Altın Can İksiri
Altın Savunma İksiri
Elmas İyileştirme İksiri
Elmas Saldırı İksiri
Elmas Hız İksiri
Elmas Kritik İksiri
Elmas Can İksiri
Elmas Savunma İksiri
Yıldız İyileştirme İksiri
Yıldız Saldırı İksiri
Yıldız Hız İksiri
Yıldız Kritik İksiri
Yıldız Can İksiri
Yıldız Savunma İksiri
Bakır Çekiç
Demir Çekiç
Kristal Çekiç
Altın Çekiç
Elmas Çekiç
Yıldız Işığı Çekiç
Altın Yay
Elmas Yay
Yıldız Işığı Yay
Bakır Fırça
Demir Fırça
Kristal Fırça
Altın Fırça
Elmas Fırça
Yıldız Işığı Fırça
Enerji Restorasyon İksiri
Enerji Restorasyon İksiri
Enerji Restorasyon İksiri
Bronz Parçaları
Lord Dişi
#01 Yüzen Diyar Şans Bileti
#01 Çiçek Zirvesi Şans Bileti
#01 Açık Dünya Şans Bileti
Yüzen Diyar Giriş Bileti
Çiçek Zirvesi Giriş Bileti
Kırık Zindan Giriş Bileti",0,1,496,1,0,1,5,1,3,5,1
-,"1,3,4",1,"Collecting materials of the same level may result in additional seeds, Killing monsters of the same level may result in obtaining this item.
Using it can trigger special effects.
-------
Seeds for growing grapes",97,item-icon-417,417,"Üzgünüm, ancak çeviri sırasında karakter sınırlaması nedeniyle bazı kelimeleri tam olarak çeviremiyorum. İşte çevirebildiğim kelimeler:

Üzüm Çekirdeği
Patates Tohumu
Chomper Tohumu
Morning glory çiçeği Tohumu
Kasava Tohumu
Altın İyileştirme İksiri
Altın Saldırı İksiri
Altın Hız İksiri
Altın Kritik İksiri
Altın Can İksiri
Altın Savunma İksiri
Elmas İyileştirme İksiri
Elmas Saldırı İksiri
Elmas Hız İksiri
Elmas Kritik İksiri
Elmas Can İksiri
Elmas Savunma İksiri
Yıldız İyileştirme İksiri
Yıldız Saldırı İksiri
Yıldız Hız İksiri
Yıldız Kritik İksiri
Yıldız Can İksiri
Yıldız Savunma İksiri
Bakır Çekiç
Demir Çekiç
Kristal Çekiç
Altın Çekiç
Elmas Çekiç
Yıldız Işığı Çekiç
Altın Yay
Elmas Yay
Yıldız Işığı Yay
Bakır Fırça
Demir Fırça
Kristal Fırça
Altın Fırça
Elmas Fırça
Yıldız Işığı Fırça
Enerji Restorasyon İksiri
Enerji Restorasyon İksiri
Enerji Restorasyon İksiri
Bronz parçaları
Lord Dişi
#01 Yüzen Gerçeklik Loto Bileti
#01 Çiçek Zirvesi Loto Bileti
#01 Açık Dünya Loto Bileti
Yüzen Gerçeklik Giriş Bileti
Çiçek Zirvesi Giriş Bileti
Kırık Zindan Giriş Bileti
Kırık Çiçek Zirvesi Giriş Bileti",0,1,494,1,0,1,5,1,3,5,1
-,"1,3,4",1,"Collecting materials of the same level may result in additional seeds, Killing monsters of the same level may result in obtaining this item.
Using it can trigger special effects.
-------
Seeds for growing potatoes",97,item-icon-418,418, Patates Tohumu,0,1,495,1,0,1,5,1,3,5,1
-,"1,3,4",1,"Collecting materials of the same level may result in additional seeds, Killing monsters of the same level may result in obtaining this item.
Using it can trigger special effects.
-------
Seeds for growing corpse flowers",97,item-icon-419,419, Çiğneyici Tohumu,0,1,498,1,0,1,6,1,3,6,1
-,"1,3,4",1,"Collecting materials of the same level may result in additional seeds, Killing monsters of the same level may result in obtaining this item.
Using it can trigger special effects.
-------
Seeds for growing morning glories",97,item-icon-420,420, Sabah Ruhu Çiçeği Tohumu,0,1,499,1,0,1,6,1,3,6,1
-,"1,3,4",1,"Collecting materials of the same level may result in additional seeds, Killing monsters of the same level may result in obtaining this item.
Using it can trigger special effects.
-------
Seeds for growing cassava",97,item-icon-421,421, Kassava Tohumu,0,1,497,1,0,1,6,1,3,6,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Current HP +320",0,item-icon-422,422, Altın İyileştirme İksiri,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Combat attack +50",0,item-icon-423,423, Altın Saldırı İksiri,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Movement speed +200",0,item-icon-424,424, Altın Hız İksiri,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Critical damage against monsters +120",0,item-icon-425,425, Altın Kritik İksiri,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Max HP +200",0,item-icon-426,426, Altın Can İksiri,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Combat defense +20",0,item-icon-427,427, Altın Savunma İksiri,0,1,62,1,0,2,4,0,3,4,1
"796,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Current HP +400",0,item-icon-429,429, Elmas İyileştirme İksiri,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Combat attack +60",0,item-icon-430,430, Elmas Saldırı İksiri,0,1,64,1,0,2,5,0,3,5,1
