desc-string,duration-int,effectType-int,id-int,isRepeat-bool,maxLayer-int,parameters-int[],showBuffIcon-bool,buffIcon-string,parameters2-int[][],effectInterval-int,effectFlag-int[],effectImmuneFlag-int[],entityEffect-string
 Chapitre Événement - Inspirer,-1,7,658,0,3,,0,,"13,1,75,13,4",,,,Event_Inspire
 Chapitre Événement - Soutien,-1,7,659,0,3,,0,,"11,1,-100,11,4",,,,Event_Support
 Chapitre Événement - Rouille,-1,7,660,0,3,,0,,"51,1,-75,51,4;22,1,-75,22,4;29,1,-75,29,4",,,,Event_Rust
 Chapitre Événement - Pas lourd,-1,7,661,0,3,,0,,"7,1,-150,7,4",,,,Event_Heavy_Steps
 Chapitre Événement - Tranchant comme neuf,-1,7,662,0,3,,0,,"51,1,75,51,4;22,1,75,22,4;29,1,75,29,4",,,,Event_Sharp_as_New
 Chapitre Événement - Être avalé,-1,7,663,0,3,,0,,"7,1,150,7,4",,,,Event_Being_Swallow
 Chapitre Événement - Petite bouilloire,-1,7,664,0,3,,0,,"38,1,-50,38,4",,,,Event_Little_Kettle
 Chapitre Événement - Occupé et occupé,-1,7,665,0,3,,0,,"49,1,-50,49,4",,,,Event_Busy
 Chapitre Événement - Grande bouilloire,-1,7,666,0,3,,0,,"38,1,100,38,4",,,,Event_Big_Kettle
 Chapitre Événement - Qualifié,-1,7,667,0,3,,0,,"49,1,50,49,4",,,,Event_Skilled
 Vide,-1,7,668,0,3,,0,,"51,1,1000,54,4;22,1,1000,55,4;29,1,1000,56,4",,,,
 Vide,470,6,669,0,1,"0,1500,350,1,1",0,,,,,,
 Vide,700,12,670,0,1,,0,,"1,10;671,730",333,,,
 Vide,,12,671,0,1,"500,1,2",0,,,,,,
 Vide,600,6,674,0,1,"100,2000,0,1,2",0,,,,,,HoloShield
 Vide,520,12,675,0,1,"500,1,2",0,,,166,,,
 Vide,666,2,676,0,1,"700,444,1",0,,,,,,
 Vertige 1 seconde,1000,8,677,0,1,,1,,,,,,HoloShield
 Vide,10000,7,678,0,1,,1,buff-icon-678,"80,4,200,10,4",,,,SkillEffect_Shield
 Vide,3000,5,679,0,1,,1,buff-icon-679,,,,,Skill_MasterArmor
 Vide,10000,12,680,0,1,,0,,"1,25;686",1000,,,
 Vide,,1,681,0,,"5000,1,2",0,,,,,,
 Vide,5000,6,682,0,1,"100,2000,0,1,2",0,,,,,,
 Vide,600,12,683,0,1,,0,,"1,10;519",199,,,
 Vide,666,12,684,0,1,,0,,"1,10;387,730",330,,,
 Vide,,7,685,0,,,0,,"10,4,-100,,4",,,,
 Vide,,1,686,0,,"300,1,2",0,,,,,,
 Vide,950,12,687,0,1,,0,,"1,10;387,730",300,,,
 Vide,,40,688,0,,,0,,,,,,
 Vide,500,8,689,0,1,,0,,,,,,
 Vide,5000,7,690,0,1,,1,,"15,4,-50,15,4",,,,SkillEffect_electrified
 Vide,,31,691,0,2,693,0,,"2,1,695,1",,,,
 Vide,,1,693,0,,"1250,1,2",0,,,,,,SkillEffect_thunderstorm
 Vide,5000,1,695,0,,"1,1,2",0,,,,,,SkillEffect_electrified
 Vide,,7,696,0,,,0,,"10,4,-200,10,4",,,,
 Vide,1100,7,697,0,1,,1,buff-icon-697,"80,4,50,11,4",,,,SkillEffect_Shield
 Vide,2000,7,698,0,1,,1,buff-icon-698,"80,4,50,11,4",,,,SkillEffect_Shield
 Vide,3000,7,699,0,10,,1,buff-icon-699,"80,4,10,11,4",,,,SkillEffect_Shield
 Vide,5000,7,700,0,1,,1,buff-icon-700,"80,4,2000,15,4",,,,SkillEffect_Shield
 Vide,300,6,701,0,1,"1200,1200,0,-1,0",0,,,,,,
 Vide,1800000,34,702,1,1,,0,,"1,6,1800000,1,5,1,1",120000,,,
 Vide,300,6,703,0,1,"1000,1000,0,-1,0",0,,,,,,
 Vide,-1,7,704,0,10,,1,buff-icon-704,"7,4,-50,7,4",,,,SkillEffect_Speed_cut
 Vide,-1,7,706,0,1,,1,buff-icon-706,"10,4,50,11,4",10000,,,SkillEffect_healRing
 Vide,-1,7,707,0,1,,1,buff-icon-707,"13,4,100,13,4",,,,
,-1,7,708,0,1,,1,buff-icon-708,"15,4,100,15,4",,,,
Vide,-1,7,709,0,1,,1,buff-icon-709,"15,4,-50,15,4",,,,
Vide,-1,7,710,0,1,,1,buff-icon-710,"11,4,-10,11,4",,,,
 Vide,1000,8,711,0,1,,1,,,,,,
 Vide,-1,7,712,0,1,,1,buff-icon-712,"7,4,-500,7,4",,,,
 Vide,5000,6,713,0,1,"3000,3000,0,-1,0",0,,,,,,
 Vide,-1,7,714,0,1,,1,buff-icon-714,"15,4,-300,15,4",,,,
 Vide,,9,715,0,1,"50,4",1,buff-icon-715,,,,,
 Vide,-1,7,716,0,1,,1,,"13,4,-200,13,4",,,,
 Vide,250,8,717,0,1,,1,,,,,,SkillEffect_Lightimpact
 Vide,-1,7,718,0,1,,1,,"13,4,200,13,4;15,4,200,15,4;12,1,40,12,2",,,,
 Vide,2000,38,720,0,1,,1,,,,,,
 Vide,2000,6,721,0,1,"0,600,0,1,2",0,,,,,,
 Vide,3000,12,722,0,1,,0,,"1,10;686,566",500,,,
 Vide,670,12,723,0,1,,0,,"1,10;385,730",340,,,
 Vide,100,2,724,0,1,"100,666,1",0,,,,,,
 Vide,333,2,725,0,1,"100,1133,1",0,,,,,,
 Vide,300,6,726,0,1,"100,200,0,1,1",0,,,,,,
 Vide,-1,35,728,1,1,"708,707,710",0,,,100,,,
 Vide,-1,35,729,1,1,"704,703,711",0,,,100,,,
 Vide,,1,730,0,,"1000,1,4",0,,,,,,
 Vide,,1,731,0,,"1000,1,8",0,,,,,,
 Vide,,1,732,0,,"1000,1,16",0,,,,,,
 Vide,,1,733,0,,"1000,1,32",0,,,,,,
 Vide,-1,43,734,0,,4,0,,,,,,
 Dommages de scène,-1,44,735,0,,75,0,,,,,,
 Dommages de scène,0,1,736,0,1,"1000,1,62",0,,,,,,
,4000,12,738,0,1,,0,,"1,10;519",200,,,
,0,1,739,0,1,"3000,1,2",0,,,,,,
,3000,5,740,0,1,,0,,,,,,Skill_Charged_Energy
,12500,7,741,1,1,,1,buff-icon-741,"15,4,-150",,,,Skill_Armor_Break_Arrow
,750,12,742,0,1,,0,,"0,;385",249,,,
,300,2,743,0,1,"1000,0,-1",0,,,,,,
,10000,9,744,1,1,"500,1",1,,,999,,,
,300,2,745,0,1,"800,0,1",0,,,,,,
,500,9,746,0,1,"500,1",0,,,150,,,Skill_Sword_Hit
,500,12,747,0,1,,0,,"1,10;386",249,,,
,200,6,748,0,1,"50,400,0,-1,2",0,,,,,,
,500,12,749,0,1,,0,,"0,;388",150,,,
,1254,4,750,0,1,,0,,,,,,Skill_Parry
,0,1,751,0,1,"3000,1,2",0,,,,,,
,0,1,752,0,1,"2500,1,2",0,,,,,,
,1000,5,753,0,1,,0,,,,,,
,1386,6,754,0,1,"800,1500,0,1,0",0,,,,,,
,1815,5,755,0,1,,0,,,,,,
,500,1,756,0,1,"5000,1,2",0,,,,,,Skill_Mountain_Breaker_Hammer
,12500,7,757,1,1,,1,buff-icon-757,"15,4,150,15,4",,,,
,1155,5,758,0,1,,0,,,,,,
,10000,7,759,1,1,,1,buff-icon-759,"80,4,200,11,4",,,,SkillEffect_Shield
,700,6,760,0,1,"50,500,0,-1,2",0,,,,,,
,700,12,761,0,1,,0,,"0,;388",349,,,
,,5,762,0,1,,0,,,,,,
,6000,7,764,1,1,,1,,"15,1,-1,15,2",,,,Skill_Smoke_Shell
,300,10,765,0,,"746,677",0,,,100,,,
